organ,cell type,id,Location
Endothelial cells,endothelial cell,8404,4
Endothelial cells,endothelial cell,7033,4
Endothelial cells,endothelial cell,134265,4
Endothelial cells,endothelial cell,9002,4
Endothelial cells,endothelial cell,81577,4
Endothelial cells,endothelial cell,3339,4
Endothelial cells,endothelial cell,22915,4
Endothelial cells,endothelial cell,79812,4
Endothelial cells,endothelial cell,10371,4
Endothelial cells,endothelial cell,5054,4
Endothelial cells,endothelial cell,8862,4
Endothelial cells,endothelial cell,654,4
Endothelial cells,endothelial cell,79742,4
Endothelial cells,endothelial cell,5228,4
Endothelial cells,endothelial cell,54538,4
Endothelial cells,endothelial cell,7078,4
Endothelial cells,endothelial cell,4312,4
Endothelial cells,endothelial cell,11098,4
Endothelial cells,endothelial cell,4753,4
Endothelial cells,endothelial cell,6368,4
Endothelial cells,endothelial cell,3732,4
Endothelial cells,endothelial cell,3552,4
Endothelial cells,endothelial cell,51294,4
Endothelial cells,endothelial cell,6281,4
Endothelial cells,endothelial cell,9351,4
Endothelial cells,endothelial cell,58189,4
endothelial cells,endothelial cell,3915,4
endothelial cells,endothelial cell,5797,4
endothelial cells,endothelial cell,7837,4
Endothelial cells,endothelial cell of vascular tree,2532,2
Endothelial cells,endothelial cell of vascular tree,7450,2
Endothelial cells,endothelial cell of vascular tree,5175,3
Endothelial cells,endothelial cell of vascular tree,54567,3
Endothelial cells,endothelial cell of vascular tree,83483,3
Endothelial cells,endothelial cell of vascular tree,2210,3
Endothelial cells,endothelial cell of vascular tree,3383,3
Endothelial cells,endothelial cell of vascular tree,338328,3
Endothelial cells,endothelial cell of vascular tree,2050,4
Endothelial cells,endothelial cell of vascular tree,2321,4
Endothelial cells,endothelial cell of vascular tree,7424,4
Stem cells,endothelial stem cell,4695,2
Stem cells,endothelial stem cell,3384,3
Stem cells,endothelial stem cell,7412,3
Stem cells,endothelial stem cell,1441,3
Stem cells,endothelial stem cell,3815,3
Stem cells,endothelial stem cell,7132,3
Stem cells,endothelial stem cell,7133,3
Stem cells,endothelial stem cell,3688,3
Stem cells,endothelial stem cell,5175,3
Stem cells,endothelial stem cell,2210,3
Stem cells,endothelial stem cell,5788,3
Stem cells,endothelial stem cell,3678,3
Stem cells,endothelial stem cell,3655,3
Stem cells,endothelial stem cell,3383,3
Stem cells,endothelial stem cell,6402,3
Stem cells,endothelial stem cell,4162,4
Stem cells,endothelial stem cell,6414,4
Nerve cells,enteric neuron,1996,3
Nerve cells,enteric neuron,5179,3
Nerve cells,enteric neuron,23114,4
Epithelial cells,enterochromaffin cell,7166,2
Epithelial cells,enterochromaffin cell,139378,3
Epithelial cells,enterochromaffin cell,2705,3
Epithelial cells,enterochromaffin cell,4009,3
Epithelial cells,enterochromaffin cell,63895,3
Epithelial cells,enterochromaffin cell,8989,3
Epithelial cells,enterochromaffin cell,133,4
Epithelial cells,enterochromaffin cell,174,4
Epithelial cells,enterocyte,9971,1
Epithelial cells,enterocyte,8856,1
Epithelial cells,enterocyte,55599,1
Epithelial cells,enterocyte,4796,1
Epithelial cells,enterocyte,2053,2
Epithelial cells,enterocyte,2168,2
Epithelial cells,enterocyte,54474,2
Epithelial cells,enterocyte,335,2
Epithelial cells,enterocyte,2172,2
Epithelial cells,enterocyte,343,2
Epithelial cells,enterocyte,766,2
Epithelial cells,enterocyte,1577,2
Epithelial cells,enterocyte,79574,2
Epithelial cells,enterocyte,10553,2
Epithelial cells,enterocyte,10644,2
Epithelial cells,enterocyte,51085,2
Epithelial cells,enterocyte,80168,2
Epithelial cells,enterocyte,10811,2
Epithelial cells,enterocyte,6490,2
Epithelial cells,enterocyte,11046,2
Epithelial cells,enterocyte,6689,2
Epithelial cells,enterocyte,120224,2
Epithelial cells,enterocyte,250,3
Epithelial cells,enterocyte,2169,3
Epithelial cells,enterocyte,1811,3
Epithelial cells,enterocyte,140738,3
Epithelial cells,enterocyte,266675,3
Epithelial cells,enterocyte,290,3
Epithelial cells,enterocyte,53841,3
Epithelial cells,enterocyte,1087,3
Epithelial cells,enterocyte,10256,3
Epithelial cells,enterocyte,54905,3
Epithelial cells,enterocyte,8694,3
Epithelial cells,enterocyte,1800,3
Epithelial cells,enterocyte,1943,3
Epithelial cells,enterocyte,7918,3
Epithelial cells,enterocyte,3762,3
Epithelial cells,enterocyte,646214,3
Epithelial cells,enterocyte,57121,3
Epithelial cells,enterocyte,7851,3
Epithelial cells,enterocyte,158056,3
Epithelial cells,enterocyte,23101,3
Epithelial cells,enterocyte,10232,3
Epithelial cells,enterocyte,200958,3
Epithelial cells,enterocyte,4640,3
Epithelial cells,enterocyte,65065,3
Epithelial cells,enterocyte,64761,3
Epithelial cells,enterocyte,5357,3
Epithelial cells,enterocyte,6561,3
Epithelial cells,enterocyte,6564,3
Epithelial cells,enterocyte,84102,3
Epithelial cells,enterocyte,340024,3
Epithelial cells,enterocyte,284422,3
Epithelial cells,enterocyte,26872,3
Epithelial cells,enterocyte,9422,3
Epithelial cells,enterocyte,7429,3
Epithelial cells,enterocyte,2980,4
Epithelial cells,enterocyte,759,4
Epithelial cells,enterocyte,760,4
Epithelial cells,enterocyte,4224,4
Epithelial cells,enterocyte,26,4
Epithelial cells,enterocyte,56245,4
Epithelial cells,enterocyte,137075,4
Epithelial cells,enterocyte,2938,4
Epithelial cells,enterocyte,2981,4
Epithelial cells,enterocyte,3898,4
Epithelial cells,enterocyte,255252,4
Epithelial cells,enterocyte,646627,4
Epithelial cells,enterocyte,118471,4
Epithelial cells,enterocyte,5646,4
Epithelial cells,enterocyte,5918,4
Epithelial cells,enteroendocrine cell,4760,1
Epithelial cells,enteroendocrine cell,170302,1
Epithelial cells,enteroendocrine cell,50674,1
Epithelial cells,enteroendocrine cell,4821,1
Epithelial cells,enteroendocrine cell,4234,1
Epithelial cells,enteroendocrine cell,114034,1
Epithelial cells,enteroendocrine cell,1113,2
Epithelial cells,enteroendocrine cell,1114,2
Epithelial cells,enteroendocrine cell,2695,2
Epithelial cells,enteroendocrine cell,3670,2
Epithelial cells,enteroendocrine cell,5122,2
Epithelial cells,enteroendocrine cell,10590,2
Epithelial cells,enteroendocrine cell,4922,2
Epithelial cells,enteroendocrine cell,7166,2
Epithelial cells,enteroendocrine cell,6718,2
Epithelial cells,enteroendocrine cell,140461,2
Epithelial cells,enteroendocrine cell,1991,2
Epithelial cells,enteroendocrine cell,23194,2
Epithelial cells,enteroendocrine cell,3227,2
Epithelial cells,enteroendocrine cell,51312,2
Epithelial cells,enteroendocrine cell,340719,2
Epithelial cells,enteroendocrine cell,84892,2
Epithelial cells,enteroendocrine cell,170954,2
Epithelial cells,enteroendocrine cell,63978,2
Epithelial cells,enteroendocrine cell,84236,2
Epithelial cells,enteroendocrine cell,152573,2
Epithelial cells,enteroendocrine cell,55223,2
Epithelial cells,enteroendocrine cell,286144,2
Epithelial cells,enteroendocrine cell,5629,2
Epithelial cells,enteroendocrine cell,1363,3
Epithelial cells,enteroendocrine cell,2864,3
Epithelial cells,enteroendocrine cell,2676,3
Epithelial cells,enteroendocrine cell,51738,3
Epithelial cells,enteroendocrine cell,346562,3
Epithelial cells,enteroendocrine cell,139760,3
Epithelial cells,enteroendocrine cell,4160,3
Epithelial cells,enteroendocrine cell,23504,3
Epithelial cells,enteroendocrine cell,6752,3
Epithelial cells,enteroendocrine cell,80834,3
Epithelial cells,enteroendocrine cell,83756,3
Epithelial cells,enteroendocrine cell,8989,3
Epithelial cells,enteroendocrine cell,284232,3
Epithelial cells,enteroendocrine cell,80144,3
Epithelial cells,enteroendocrine cell,79157,3
Epithelial cells,enteroendocrine cell,79777,3
Epithelial cells,enteroendocrine cell,147495,3
Epithelial cells,enteroendocrine cell,389206,3
Epithelial cells,enteroendocrine cell,145407,3
Epithelial cells,enteroendocrine cell,284756,3
Epithelial cells,enteroendocrine cell,100128496,3
Epithelial cells,enteroendocrine cell,101060146,3
Epithelial cells,enteroendocrine cell,8532,3
Epithelial cells,enteroendocrine cell,221303,3
Epithelial cells,enteroendocrine cell,2675,3
Epithelial cells,enteroendocrine cell,101927280,3
Epithelial cells,enteroendocrine cell,100873993,3
Epithelial cells,enteroendocrine cell,100874084,3
Epithelial cells,enteroendocrine cell,101926903,3
Epithelial cells,enteroendocrine cell,8174,3
Epithelial cells,enteroendocrine cell,101928601,3
Epithelial cells,enteroendocrine cell,100861518,3
Epithelial cells,enteroendocrine cell,5100,3
Epithelial cells,enteroendocrine cell,389158,3
Epithelial cells,enteroendocrine cell,8831,3
Epithelial cells,enteroendocrine cell,101929302,3
Epithelial cells,enteroendocrine cell,340526,3
Epithelial cells,enteroendocrine cell,284942,3
Epithelial cells,enteroendocrine cell,26278,3
Epithelial cells,enteroendocrine cell,6458,3
Epithelial cells,enteroendocrine cell,120103,3
Epithelial cells,enteroendocrine cell,7222,3
Epithelial cells,enteroendocrine cell,26140,3
Epithelial cells,enteroendocrine cell,339005,3
Epithelial cells,enteroendocrine cell,79740,3
Epithelial cells,enteroendocrine cell,253264,3
Epithelial cells,enteroendocrine cell,57507,3
Epithelial cells,enteroendocrine cell,6863,3
Epithelial cells,enteroendocrine cell,5697,4
Epithelial cells,enteroendocrine cell,174,4
Epithelial cells,enteroendocrine cell,51083,4
Epithelial cells,enteroendocrine cell,2641,4
Epithelial cells,enteroendocrine cell,10022,4
Epithelial cells,enteroendocrine cell,4295,4
Epithelial cells,enteroendocrine cell,6343,4
Epithelial cells,enteroendocrine cell,6750,4
Epithelial cells,enteroendocrine cell,57188,4
Epithelial cells,enteroendocrine cell,116285,4
Epithelial cells,enteroendocrine cell,316,4
Epithelial cells,enteroendocrine cell,340075,4
Epithelial cells,enteroendocrine cell,114899,4
Epithelial cells,enteroendocrine cell,1357,4
Epithelial cells,enteroendocrine cell,1805,4
Epithelial cells,enteroendocrine cell,3671,4
Epithelial cells,enteroendocrine cell,4015,4
Epithelial cells,enteroendocrine cell,4908,4
Epithelial cells,enteroendocrine cell,2520,4
Blood & immune cells,eosinophil,3006,1
Blood & immune cells,eosinophil,3280,1
Blood & immune cells,eosinophil,7050,1
Blood & immune cells,eosinophil,25976,1
Blood & immune cells,eosinophil,2526,2
Blood & immune cells,eosinophil,32,2
Blood & immune cells,eosinophil,847,2
Blood & immune cells,eosinophil,22905,2
Blood & immune cells,eosinophil,55758,2
Blood & immune cells,eosinophil,6477,2
Blood & immune cells,eosinophil,7057,2
Blood & immune cells,eosinophil,6653,2
Blood & immune cells,eosinophil,4695,2
Blood & immune cells,eosinophil,1384,2
Blood & immune cells,eosinophil,2581,2
Blood & immune cells,eosinophil,23223,2
Blood & immune cells,eosinophil,55512,2
Blood & immune cells,eosinophil,8867,2
Blood & immune cells,eosinophil,8277,2
Blood & immune cells,eosinophil,1232,3
Blood & immune cells,eosinophil,1441,3
Blood & immune cells,eosinophil,3563,3
Blood & immune cells,eosinophil,3568,3
Blood & immune cells,eosinophil,3570,3
Blood & immune cells,eosinophil,3559,3
Blood & immune cells,eosinophil,960,3
Blood & immune cells,eosinophil,962,3
Blood & immune cells,eosinophil,3383,3
Blood & immune cells,eosinophil,1048,3
Blood & immune cells,eosinophil,969,3
Blood & immune cells,eosinophil,975,3
Blood & immune cells,eosinophil,928,3
Blood & immune cells,eosinophil,2015,3
Blood & immune cells,eosinophil,3684,3
Blood & immune cells,eosinophil,968,3
Blood & immune cells,eosinophil,9398,3
Blood & immune cells,eosinophil,9920,3
Blood & immune cells,eosinophil,91355,3
Blood & immune cells,eosinophil,11251,3
Blood & immune cells,eosinophil,6066,3
Blood & immune cells,eosinophil,27181,3
Blood & immune cells,eosinophil,11151,3
Blood & immune cells,eosinophil,2215,3
Blood & immune cells,eosinophil,945,3
Blood & immune cells,eosinophil,5788,3
Blood & immune cells,eosinophil,1088,3
Blood & immune cells,eosinophil,11057,3
Blood & immune cells,eosinophil,51531,3
Blood & immune cells,eosinophil,57105,3
Blood & immune cells,eosinophil,8209,3
Blood & immune cells,eosinophil,59340,3
Blood & immune cells,eosinophil,3757,3
Blood & immune cells,eosinophil,80022,3
Blood & immune cells,eosinophil,1438,4
Blood & immune cells,eosinophil,3566,4
Blood & immune cells,eosinophil,4069,4
Blood & immune cells,eosinophil,56729,4
Blood & immune cells,eosinophil,6279,4
Blood & immune cells,eosinophil,6280,4
Blood & immune cells,eosinophil,1178,4
Blood & immune cells,eosinophil,7076,4
Blood & immune cells,eosinophil,6356,4
Blood & immune cells,eosinophil,6357,4
Blood & immune cells,eosinophil,6352,4
Blood & immune cells,eosinophil,6037,4
Blood & immune cells,eosinophil,3596,4
Blood & immune cells,eosinophil,3565,4
Blood & immune cells,eosinophil,3567,4
Blood & immune cells,eosinophil,5553,4
Blood & immune cells,eosinophil,23529,4
Blood & immune cells,eosinophil,6036,4
Blood & immune cells,eosinophil,7060,4
Nerve cells,ependymal cell,2302,1
Nerve cells,ependymal cell,375307,2
Nerve cells,ependymal cell,255119,2
Nerve cells,ependymal cell,11200,2
Nerve cells,ependymal cell,9696,2
Nerve cells,ependymal cell,201625,2
Nerve cells,ependymal cell,3067,2
Nerve cells,ependymal cell,644890,2
Nerve cells,ependymal cell,128344,2
Nerve cells,ependymal cell,5990,2
Nerve cells,ependymal cell,150483,2
Nerve cells,ependymal cell,131405,2
Nerve cells,ependymal cell,11274,2
Nerve cells,ependymal cell,122481,3
Nerve cells,ependymal cell,158067,3
Nerve cells,ependymal cell,361,3
Nerve cells,ependymal cell,91860,3
Nerve cells,ependymal cell,283152,3
Nerve cells,ependymal cell,1952,3
Nerve cells,ependymal cell,257177,3
Nerve cells,ependymal cell,1949,3
Nerve cells,ependymal cell,144809,3
Nerve cells,ependymal cell,654790,3
Nerve cells,ependymal cell,23654,3
Nerve cells,ependymal cell,284485,3
Nerve cells,ependymal cell,89765,3
Nerve cells,ependymal cell,6496,3
Nerve cells,ependymal cell,161003,3
Nerve cells,ependymal cell,83659,3
Nerve cells,ependymal cell,4071,3
Nerve cells,ependymal cell,84314,3
Nerve cells,ependymal cell,389177,3
Nerve cells,ependymal cell,51364,3
Nerve cells,ependymal cell,144535,4
Nerve cells,ependymal cell,347736,4
Nerve cells,ependymal cell,5360,4
Stromal cells,epicardial cell,2626,1
Stromal cells,epicardial cell,2627,1
Stromal cells,epicardial cell,9096,1
Stromal cells,epicardial cell,6910,1
Stromal cells,epicardial cell,6943,1
Stromal cells,epicardial cell,7490,1
Stromal cells,epicardial cell,5159,2
Stromal cells,epicardial cell,1277,4
Epithelial cells,epidermal cell,51176,1
Epithelial cells,epidermal cell,3858,2
Epithelial cells,epidermal cell,3861,2
Epithelial cells,epidermal cell,3655,3
Epithelial cells,epidermal cell,3848,4
Epithelial cells,epidermal cell,7475,4
Stem cells,epidermal stem cell,10413,1
Stem cells,epidermal stem cell,3866,2
Stem cells,epidermal stem cell,4179,3
Stem cells,epidermal stem cell,4345,3
Stem cells,epidermal stem cell,3688,3
Stem cells,epidermal stem cell,2210,3
Stem cells,epidermal stem cell,3655,3
Stem cells,epidermal stem cell,1464,4
Epithelial cells,epidermal transit amplifying cell,387934,3
Malignant cells,Epidermis malignant cells,51343,1
Malignant cells,Epidermis malignant cells,23600,2
Malignant cells,Epidermis malignant cells,4072,3
Epithelial cells,epithelial-mesenchymal cell,2303,1
Epithelial cells,epithelial-mesenchymal cell,7291,1
Epithelial cells,epithelial-mesenchymal cell,6935,1
Epithelial cells,epithelial-mesenchymal cell,9839,1
Epithelial cells,epithelial-mesenchymal cell,51343,1
Epithelial cells,epithelial-mesenchymal cell,6615,2
Epithelial cells,epithelial-mesenchymal cell,7431,2
Epithelial cells,epithelial-mesenchymal cell,1000,3
Epithelial cells,epithelial-mesenchymal cell,1009,3
Epithelial cells,epithelial-mesenchymal cell,4072,3
Epithelial cells,epithelial cell,51343,1
Epithelial cells,epithelial cell,6045,1
Epithelial cells,epithelial cell,2625,1
Epithelial cells,epithelial cell,6591,1
Epithelial cells,epithelial cell,6935,1
Epithelial cells,epithelial cell,2119,1
Epithelial cells,epithelial cell,2299,1
Epithelial cells,epithelial cell,2302,1
Epithelial cells,epithelial cell,8626,1
Epithelial cells,epithelial cell,5496,1
Epithelial cells,epithelial cell,5927,1
Epithelial cells,epithelial cell,1316,1
Epithelial cells,epithelial cell,7849,1
Epithelial cells,epithelial cell,4824,1
Epithelial cells,epithelial cell,648,1
Epithelial cells,epithelial cell,26298,1
Epithelial cells,epithelial cell,3169,1
Epithelial cells,epithelial cell,2624,1
Epithelial cells,epithelial cell,8479,1
Epithelial cells,epithelial cell,3428,1
Epithelial cells,epithelial cell,4487,1
Epithelial cells,epithelial cell,4760,1
Epithelial cells,epithelial cell,221264,1
Epithelial cells,epithelial cell,342371,1
Epithelial cells,epithelial cell,1050,1
Epithelial cells,epithelial cell,23373,1
Epithelial cells,epithelial cell,283417,1
Epithelial cells,epithelial cell,153643,1
Epithelial cells,epithelial cell,2294,1
Epithelial cells,epithelial cell,2869,1
Epithelial cells,epithelial cell,64375,1
Epithelial cells,epithelial cell,79047,1
Epithelial cells,epithelial cell,84456,1
Epithelial cells,epithelial cell,4298,1
Epithelial cells,epithelial cell,64434,1
Epithelial cells,epithelial cell,9284,1
Epithelial cells,epithelial cell,129401,1
Epithelial cells,epithelial cell,56000,1
Epithelial cells,epithelial cell,56902,1
Epithelial cells,epithelial cell,347746,1
Epithelial cells,epithelial cell,114825,1
Epithelial cells,epithelial cell,54537,1
Epithelial cells,epithelial cell,677797,1
Epithelial cells,epithelial cell,132851,1
Epithelial cells,epithelial cell,93624,1
Epithelial cells,epithelial cell,80312,1
Epithelial cells,epithelial cell,147744,1
Epithelial cells,epithelial cell,11338,1
Epithelial cells,epithelial cell,23358,1
Epithelial cells,epithelial cell,25862,1
Epithelial cells,epithelial cell,158880,1
Epithelial cells,epithelial cell,9889,1
Epithelial cells,epithelial cell,80317,1
Epithelial cells,epithelial cell,10793,1
Epithelial cells,epithelial cell,126070,1
Epithelial cells,epithelial cell,89887,1
Epithelial cells,epithelial cell,641339,1
Epithelial cells,epithelial cell,342945,1
Epithelial cells,epithelial cell,6597,1
Epithelial cells,epithelial cell,2296,1
Epithelial cells,epithelial cell,121643,1
Epithelial cells,epithelial cell,7080,1
Epithelial cells,epithelial cell,326,1
Epithelial cells,epithelial cell,54845,1
Epithelial cells,epithelial cell,64321,1
Epithelial cells,epithelial cell,80004,1
Epithelial cells,epithelial cell,5083,1
Epithelial cells,epithelial cell,6657,1
Epithelial cells,epithelial cell,1406,1
Epithelial cells,epithelial cell,23476,1
Epithelial cells,epithelial cell,2146,1
Epithelial cells,epithelial cell,2305,1
Epithelial cells,epithelial cell,3148,1
Epithelial cells,epithelial cell,10413,1
Epithelial cells,epithelial cell,8456,1
Epithelial cells,epithelial cell,3212,1
Epithelial cells,epithelial cell,4654,1
Epithelial cells,epithelial cell,3400,1
Epithelial cells,epithelial cell,7291,1
Epithelial cells,epithelial cell,1045,1
Epithelial cells,epithelial cell,7153,1
Epithelial cells,epithelial cell,3875,2
Epithelial cells,epithelial cell,3856,2
Epithelial cells,epithelial cell,3791,2
Epithelial cells,epithelial cell,7450,2
Epithelial cells,epithelial cell,3852,2
Epithelial cells,epithelial cell,4089,2
Epithelial cells,epithelial cell,2108,2
Epithelial cells,epithelial cell,3860,2
Epithelial cells,epithelial cell,3872,2
Epithelial cells,epithelial cell,5468,2
Epithelial cells,epithelial cell,3855,2
Epithelial cells,epithelial cell,6707,2
Epithelial cells,epithelial cell,4695,2
Epithelial cells,epithelial cell,220,2
Epithelial cells,epithelial cell,1119,2
Epithelial cells,epithelial cell,3861,2
Epithelial cells,epithelial cell,2099,2
Epithelial cells,epithelial cell,10380,2
Epithelial cells,epithelial cell,430,2
Epithelial cells,epithelial cell,124093,2
Epithelial cells,epithelial cell,1080,2
Epithelial cells,epithelial cell,1113,2
Epithelial cells,epithelial cell,53405,2
Epithelial cells,epithelial cell,4057,2
Epithelial cells,epithelial cell,6439,2
Epithelial cells,epithelial cell,6440,2
Epithelial cells,epithelial cell,6441,2
Epithelial cells,epithelial cell,7161,2
Epithelial cells,epithelial cell,203068,2
Epithelial cells,epithelial cell,2697,2
Epithelial cells,epithelial cell,9474,2
Epithelial cells,epithelial cell,995,2
Epithelial cells,epithelial cell,2168,2
Epithelial cells,epithelial cell,3055,2
Epithelial cells,epithelial cell,8549,2
Epithelial cells,epithelial cell,25824,2
Epithelial cells,epithelial cell,10590,2
Epithelial cells,epithelial cell,11074,2
Epithelial cells,epithelial cell,10537,2
Epithelial cells,epithelial cell,54474,2
Epithelial cells,epithelial cell,3850,2
Epithelial cells,epithelial cell,2526,2
Epithelial cells,epithelial cell,3866,2
Epithelial cells,epithelial cell,335,2
Epithelial cells,epithelial cell,26586,2
Epithelial cells,epithelial cell,150468,2
Epithelial cells,epithelial cell,1411,2
Epithelial cells,epithelial cell,84649,2
Epithelial cells,epithelial cell,1894,2
Epithelial cells,epithelial cell,2153,2
Epithelial cells,epithelial cell,2173,2
Epithelial cells,epithelial cell,3161,2
Epithelial cells,epithelial cell,3619,2
Epithelial cells,epithelial cell,3713,2
Epithelial cells,epithelial cell,9585,2
Epithelial cells,epithelial cell,9493,2
Epithelial cells,epithelial cell,3868,2
Epithelial cells,epithelial cell,3849,2
Epithelial cells,epithelial cell,5241,2
Epithelial cells,epithelial cell,26064,2
Epithelial cells,epithelial cell,79589,2
Epithelial cells,epithelial cell,10483,2
Epithelial cells,epithelial cell,6490,2
Epithelial cells,epithelial cell,153328,2
Epithelial cells,epithelial cell,6699,2
Epithelial cells,epithelial cell,6480,2
Epithelial cells,epithelial cell,342898,2
Epithelial cells,epithelial cell,7069,2
Epithelial cells,epithelial cell,7166,2
Epithelial cells,epithelial cell,10103,2
Epithelial cells,epithelial cell,100131187,2
Epithelial cells,epithelial cell,132625,2
Epithelial cells,epithelial cell,16,2
Epithelial cells,epithelial cell,57505,2
Epithelial cells,epithelial cell,23456,2
Epithelial cells,epithelial cell,23597,2
Epithelial cells,epithelial cell,55,2
Epithelial cells,epithelial cell,60509,2
Epithelial cells,epithelial cell,7840,2
Epithelial cells,epithelial cell,129138,2
Epithelial cells,epithelial cell,10947,2
Epithelial cells,epithelial cell,83464,2
Epithelial cells,epithelial cell,79658,2
Epithelial cells,epithelial cell,93663,2
Epithelial cells,epithelial cell,143872,2
Epithelial cells,epithelial cell,9826,2
Epithelial cells,epithelial cell,8938,2
Epithelial cells,epithelial cell,10409,2
Epithelial cells,epithelial cell,582,2
Epithelial cells,epithelial cell,649,2
Epithelial cells,epithelial cell,123775,2
Epithelial cells,epithelial cell,9854,2
Epithelial cells,epithelial cell,441054,2
Epithelial cells,epithelial cell,84688,2
Epithelial cells,epithelial cell,219621,2
Epithelial cells,epithelial cell,133690,2
Epithelial cells,epithelial cell,80071,2
Epithelial cells,epithelial cell,60494,2
Epithelial cells,epithelial cell,8697,2
Epithelial cells,epithelial cell,29965,2
Epithelial cells,epithelial cell,22832,2
Epithelial cells,epithelial cell,204219,2
Epithelial cells,epithelial cell,1066,2
Epithelial cells,epithelial cell,255119,2
Epithelial cells,epithelial cell,284106,2
Epithelial cells,epithelial cell,9696,2
Epithelial cells,epithelial cell,1513,2
Epithelial cells,epithelial cell,80319,2
Epithelial cells,epithelial cell,9595,2
Epithelial cells,epithelial cell,51473,2
Epithelial cells,epithelial cell,64794,2
Epithelial cells,epithelial cell,10170,2
Epithelial cells,epithelial cell,201625,2
Epithelial cells,epithelial cell,56171,2
Epithelial cells,epithelial cell,83544,2
Epithelial cells,epithelial cell,139818,2
Epithelial cells,epithelial cell,9666,2
Epithelial cells,epithelial cell,151651,2
Epithelial cells,epithelial cell,1959,2
Epithelial cells,epithelial cell,55780,2
Epithelial cells,epithelial cell,144363,2
Epithelial cells,epithelial cell,2172,2
Epithelial cells,epithelial cell,440585,2
Epithelial cells,epithelial cell,51661,2
Epithelial cells,epithelial cell,252995,2
Epithelial cells,epithelial cell,121457,2
Epithelial cells,epithelial cell,389119,2
Epithelial cells,epithelial cell,3728,2
Epithelial cells,epithelial cell,10300,2
Epithelial cells,epithelial cell,283518,2
Epithelial cells,epithelial cell,221458,2
Epithelial cells,epithelial cell,9903,2
Epithelial cells,epithelial cell,401265,2
Epithelial cells,epithelial cell,8844,2
Epithelial cells,epithelial cell,84946,2
Epithelial cells,epithelial cell,54585,2
Epithelial cells,epithelial cell,225689,2
Epithelial cells,epithelial cell,22924,2
Epithelial cells,epithelial cell,4143,2
Epithelial cells,epithelial cell,55796,2
Epithelial cells,epithelial cell,63933,2
Epithelial cells,epithelial cell,56890,2
Epithelial cells,epithelial cell,729967,2
Epithelial cells,epithelial cell,283385,2
Epithelial cells,epithelial cell,100507027,2
Epithelial cells,epithelial cell,23279,2
Epithelial cells,epithelial cell,284434,2
Epithelial cells,epithelial cell,55644,2
Epithelial cells,epithelial cell,54681,2
Epithelial cells,epithelial cell,135138,2
Epithelial cells,epithelial cell,55825,2
Epithelial cells,epithelial cell,144717,2
Epithelial cells,epithelial cell,10745,2
Epithelial cells,epithelial cell,5336,2
Epithelial cells,epithelial cell,57449,2
Epithelial cells,epithelial cell,5493,2
Epithelial cells,epithelial cell,286187,2
Epithelial cells,epithelial cell,55851,2
Epithelial cells,epithelial cell,114822,2
Epithelial cells,epithelial cell,57589,2
Epithelial cells,epithelial cell,115992,2
Epithelial cells,epithelial cell,23753,2
Epithelial cells,epithelial cell,135154,2
Epithelial cells,epithelial cell,81929,2
Epithelial cells,epithelial cell,25996,2
Epithelial cells,epithelial cell,55164,2
Epithelial cells,epithelial cell,283514,2
Epithelial cells,epithelial cell,123096,2
Epithelial cells,epithelial cell,11001,2
Epithelial cells,epithelial cell,6674,2
Epithelial cells,epithelial cell,200162,2
Epithelial cells,epithelial cell,128153,2
Epithelial cells,epithelial cell,57519,2
Epithelial cells,epithelial cell,6777,2
Epithelial cells,epithelial cell,8417,2
Epithelial cells,epithelial cell,123283,2
Epithelial cells,epithelial cell,54885,2
Epithelial cells,epithelial cell,27285,2
Epithelial cells,epithelial cell,150483,2
Epithelial cells,epithelial cell,54972,2
Epithelial cells,epithelial cell,120224,2
Epithelial cells,epithelial cell,91147,2
Epithelial cells,epithelial cell,7130,2
Epithelial cells,epithelial cell,7185,2
Epithelial cells,epithelial cell,4591,2
Epithelial cells,epithelial cell,117854,2
Epithelial cells,epithelial cell,201292,2
Epithelial cells,epithelial cell,57604,2
Epithelial cells,epithelial cell,23555,2
Epithelial cells,epithelial cell,153657,2
Epithelial cells,epithelial cell,7272,2
Epithelial cells,epithelial cell,51061,2
Epithelial cells,epithelial cell,91544,2
Epithelial cells,epithelial cell,9099,2
Epithelial cells,epithelial cell,10352,2
Epithelial cells,epithelial cell,197335,2
Epithelial cells,epithelial cell,29801,2
Epithelial cells,epithelial cell,359,2
Epithelial cells,epithelial cell,554,2
Epithelial cells,epithelial cell,5076,2
Epithelial cells,epithelial cell,6615,2
Epithelial cells,epithelial cell,5080,2
Epithelial cells,epithelial cell,79974,2
Epithelial cells,epithelial cell,21,2
Epithelial cells,epithelial cell,166979,2
Epithelial cells,epithelial cell,1572,2
Epithelial cells,epithelial cell,114327,2
Epithelial cells,epithelial cell,3434,2
Epithelial cells,epithelial cell,10410,2
Epithelial cells,epithelial cell,128344,2
Epithelial cells,epithelial cell,6317,2
Epithelial cells,epithelial cell,653509,2
Epithelial cells,epithelial cell,6700,2
Epithelial cells,epithelial cell,7114,2
Epithelial cells,epithelial cell,79931,2
Epithelial cells,epithelial cell,1999,2
Epithelial cells,epithelial cell,3858,2
Epithelial cells,epithelial cell,25825,2
Epithelial cells,epithelial cell,346389,2
Epithelial cells,epithelial cell,23600,2
Epithelial cells,epithelial cell,122786,2
Epithelial cells,epithelial cell,4286,2
Epithelial cells,epithelial cell,7299,2
