organ,cell type,id,Location
Blood & immune cells,abnormal plasma cell,6382,3
Blood & immune cells,abnormal plasma cell,952,3
Blood & immune cells,abnormal plasma cell,4684,3
Epithelial cells,acinar cell,648,1
Epithelial cells,acinar cell,84419,1
Epithelial cells,acinar cell,26354,1
Epithelial cells,acinar cell,4057,2
Epithelial cells,acinar cell,1990,2
Epithelial cells,acinar cell,10136,2
Epithelial cells,acinar cell,23436,2
Epithelial cells,acinar cell,1360,2
Epithelial cells,acinar cell,11330,2
Epithelial cells,acinar cell,3957,2
Epithelial cells,acinar cell,256297,2
Epithelial cells,acinar cell,342898,2
Epithelial cells,acinar cell,653808,2
Epithelial cells,acinar cell,13,2
Epithelial cells,acinar cell,57016,2
Epithelial cells,acinar cell,1646,2
Epithelial cells,acinar cell,8644,2
Epithelial cells,acinar cell,22977,2
Epithelial cells,acinar cell,229,2
Epithelial cells,acinar cell,281,2
Epithelial cells,acinar cell,343,2
Epithelial cells,acinar cell,586,2
Epithelial cells,acinar cell,102724560,2
Epithelial cells,acinar cell,110599583,2
Epithelial cells,acinar cell,121506,2
Epithelial cells,acinar cell,84706,2
Epithelial cells,acinar cell,65987,2
Epithelial cells,acinar cell,4143,2
Epithelial cells,acinar cell,4257,2
Epithelial cells,acinar cell,4792,2
Epithelial cells,acinar cell,26471,2
Epithelial cells,acinar cell,64714,2
Epithelial cells,acinar cell,5166,2
Epithelial cells,acinar cell,10105,2
Epithelial cells,acinar cell,154754,2
Epithelial cells,acinar cell,6385,2
Epithelial cells,acinar cell,6446,2
Epithelial cells,acinar cell,51312,2
Epithelial cells,acinar cell,100129518,2
Epithelial cells,acinar cell,92610,2
Epithelial cells,acinar cell,27346,2
Epithelial cells,acinar cell,7164,2
Epithelial cells,acinar cell,8459,2
Epithelial cells,acinar cell,28951,2
Epithelial cells,acinar cell,8531,2
Epithelial cells,acinar cell,51114,2
Epithelial cells,acinar cell,362,3
Epithelial cells,acinar cell,405753,3
Epithelial cells,acinar cell,960,3
Epithelial cells,acinar cell,290,3
Epithelial cells,acinar cell,771,3
Epithelial cells,acinar cell,50624,3
Epithelial cells,acinar cell,1800,3
Epithelial cells,acinar cell,50506,3
Epithelial cells,acinar cell,79180,3
Epithelial cells,acinar cell,116496,3
Epithelial cells,acinar cell,2813,3
Epithelial cells,acinar cell,3958,3
Epithelial cells,acinar cell,92745,3
Epithelial cells,acinar cell,8501,3
Epithelial cells,acinar cell,136541,4
Epithelial cells,acinar cell,3346,4
Epithelial cells,acinar cell,401137,4
Epithelial cells,acinar cell,4246,4
Epithelial cells,acinar cell,280,4
Epithelial cells,acinar cell,51129,4
Epithelial cells,acinar cell,63036,4
Epithelial cells,acinar cell,1357,4
Epithelial cells,acinar cell,1358,4
Epithelial cells,acinar cell,1504,4
Epithelial cells,acinar cell,440387,4
Epithelial cells,acinar cell,284340,4
Epithelial cells,acinar cell,9518,4
Epithelial cells,acinar cell,10158,4
Epithelial cells,acinar cell,5319,4
Epithelial cells,acinar cell,5406,4
Epithelial cells,acinar cell,5407,4
Epithelial cells,acinar cell,5644,4
Epithelial cells,acinar cell,5968,4
Epithelial cells,acinar cell,5068,4
Epithelial cells,acinar cell,6690,4
Epithelial cells,acinar cell,654,4
Epithelial cells,acinar cell,1645,4
Epithelial cells,acinar cell,213,4
Epithelial cells,acinar cell,279,4
Epithelial cells,acinar cell,563,4
Epithelial cells,acinar cell,721,4
Epithelial cells,acinar cell,1056,4
Epithelial cells,acinar cell,1208,4
Epithelial cells,acinar cell,1506,4
Epithelial cells,acinar cell,2267,4
Epithelial cells,acinar cell,51809,4
Epithelial cells,acinar cell,2641,4
Epithelial cells,acinar cell,2938,4
Epithelial cells,acinar cell,2939,4
Epithelial cells,acinar cell,57817,4
Epithelial cells,acinar cell,9235,4
Epithelial cells,acinar cell,3816,4
Epithelial cells,acinar cell,4069,4
Epithelial cells,acinar cell,4582,4
Epithelial cells,acinar cell,5360,4
Epithelial cells,acinar cell,5408,4
Epithelial cells,acinar cell,5539,4
Epithelial cells,acinar cell,5645,4
Epithelial cells,acinar cell,5646,4
Epithelial cells,acinar cell,29968,4
Epithelial cells,acinar cell,22949,4
Epithelial cells,acinar cell,5919,4
Epithelial cells,acinar cell,5967,4
Epithelial cells,acinar cell,130120,4
Epithelial cells,acinar cell,6035,4
Epithelial cells,acinar cell,5267,4
Epithelial cells,acinar cell,5276,4
Epithelial cells,acinar cell,283375,4
Epithelial cells,acinar cell,6750,4
Epithelial cells,acinar cell,7113,4
Epithelial cells,acinar cell,7358,4
Blood & immune cells,activated b cell,972,2
Blood & immune cells,activated b cell,28402,2
Blood & immune cells,activated b cell,952,3
Blood & immune cells,activated b cell,973,3
Blood & immune cells,activated b cell,942,3
Blood & immune cells,activated b cell,83416,3
Blood & immune cells,activated b cell,930,3
Blood & immune cells,activated b cell,921,3
Blood & immune cells,activated b cell,969,3
Blood & immune cells,activated b cell,939,4
Blood & immune cells,activated b cell,8407,4
Blood & immune cells,activated cd4+ t cell,6932,1
Blood & immune cells,activated cd4+ t cell,4695,2
Blood & immune cells,activated cd4+ t cell,7037,2
Blood & immune cells,activated cd4+ t cell,9021,2
Blood & immune cells,activated cd4+ t cell,6774,2
Blood & immune cells,activated cd4+ t cell,1235,3
Blood & immune cells,activated cd4+ t cell,930,3
Blood & immune cells,activated cd4+ t cell,3559,3
Blood & immune cells,activated cd4+ t cell,3688,3
Blood & immune cells,activated cd4+ t cell,952,3
Blood & immune cells,activated cd4+ t cell,915,3
Blood & immune cells,activated cd4+ t cell,920,3
Blood & immune cells,activated cd4+ t cell,969,3
Blood & immune cells,activated cd4+ t cell,2833,3
Blood & immune cells,activated cd4+ t cell,3575,3
Blood & immune cells,activated cd4+ t cell,5788,3
Blood & immune cells,activated cd4+ t cell,960,3
Blood & immune cells,activated cd4+ t cell,1236,3
Blood & immune cells,activated cd4+ t cell,959,3
Blood & immune cells,activated cd4+ t cell,916,3
Blood & immune cells,activated cd4+ t cell,6402,3
Blood & immune cells,activated cd4+ t cell,29851,4
Blood & immune cells,activated cd8+ t cell,4818,2
Blood & immune cells,activated cd8+ t cell,952,3
Blood & immune cells,activated cd8+ t cell,915,3
Blood & immune cells,activated cd8+ t cell,925,3
Blood & immune cells,activated cd8+ t cell,5788,3
Blood & immune cells,activated cd8+ t cell,960,3
Blood & immune cells,activated cd8+ t cell,916,3
Blood & immune cells,activated cd8+ t cell,3002,3
Blood & immune cells,activated cd8+ t cell,2999,3
Blood & immune cells,activated cd8+ t cell,6352,4
Blood & immune cells,activated cd8+ t cell,926,4
Blood & immune cells,activated t cell,55893,1
Blood & immune cells,activated t cell,11266,2
Blood & immune cells,activated t cell,2353,2
Blood & immune cells,activated t cell,969,3
Blood & immune cells,activated t cell,3559,3
Blood & immune cells,activated t cell,3575,3
Blood & immune cells,activated t cell,7124,3
Blood & immune cells,activated t cell,2833,3
Blood & immune cells,activated t cell,914,3
Blood & immune cells,activated t cell,940,3
Blood & immune cells,activated t cell,916,3
Blood & immune cells,activated t cell,920,3
Blood & immune cells,activated t cell,925,3
Blood & immune cells,activated t cell,7293,3
Blood & immune cells,activated t cell,3604,3
Blood & immune cells,activated t cell,960,3
Blood & immune cells,activated t cell,939,4
Blood & immune cells,activated t cell,926,4
Blood & immune cells,activated t cell,29851,4
Blood & immune cells,activated t cell,3458,4
Blood & immune cells,activated t cell,3558,4
Fat cells,adipocyte,5433,1
Fat cells,adipocyte,7545,1
Fat cells,adipocyte,5346,2
Fat cells,adipocyte,26580,2
Fat cells,adipocyte,1149,2
Fat cells,adipocyte,2167,2
Fat cells,adipocyte,11001,2
Fat cells,adipocyte,10998,2
Fat cells,adipocyte,6517,2
Fat cells,adipocyte,5468,2
Fat cells,adipocyte,7350,2
Fat cells,adipocyte,200576,2
Fat cells,adipocyte,2194,2
Fat cells,adipocyte,5159,2
Fat cells,adipocyte,348,2
Fat cells,adipocyte,57104,2
Fat cells,adipocyte,6319,2
Fat cells,adipocyte,947,3
Fat cells,adipocyte,960,3
Fat cells,adipocyte,3688,3
Fat cells,adipocyte,7412,3
Fat cells,adipocyte,51094,3
Fat cells,adipocyte,79602,3
Fat cells,adipocyte,3604,3
Fat cells,adipocyte,8218,3
Fat cells,adipocyte,65989,3
Fat cells,adipocyte,376497,3
Fat cells,adipocyte,10999,3
Fat cells,adipocyte,28965,3
Fat cells,adipocyte,342865,3
Fat cells,adipocyte,286133,3
Fat cells,adipocyte,57678,3
Fat cells,adipocyte,3991,3
Fat cells,adipocyte,9370,4
Fat cells,adipocyte,3952,4
Fat cells,adipocyte,8788,4
Fat cells,adipocyte,222008,4
Fat cells,adipocyte,347,4
Fat cells,adipocyte,1277,4
Stem cells,adipose-derived stem cell,4609,1
Stem cells,adipose-derived stem cell,79923,1
Stem cells,adipose-derived stem cell,6657,1
Stem cells,adipose-derived stem cell,4695,2
Stem cells,adipose-derived stem cell,7037,2
Stem cells,adipose-derived stem cell,9314,2
Stem cells,adipose-derived stem cell,642559,2
Stem cells,adipose-derived stem cell,5159,2
Stem cells,adipose-derived stem cell,3688,3
Stem cells,adipose-derived stem cell,5175,3
Stem cells,adipose-derived stem cell,2210,3
Stem cells,adipose-derived stem cell,960,3
Stem cells,adipose-derived stem cell,5788,3
Stem cells,adipose-derived stem cell,4907,3
Stem cells,adipose-derived stem cell,7070,3
Stem cells,adipose-derived stem cell,7412,3
Stem cells,adipose-derived stem cell,1003,3
Stem cells,adipose-derived stem cell,4804,3
Stem cells,adipose-derived stem cell,3672,3
Stem cells,adipose-derived stem cell,3383,3
Stem cells,adipose-derived stem cell,1604,3
Stem cells,adipose-derived stem cell,966,3
Stem cells,adipose-derived stem cell,928,3
Stem cells,adipose-derived stem cell,290,3
Stem cells,adipose-derived stem cell,7056,3
Stem cells,adipose-derived stem cell,1272,3
Stem cells,adipose-derived stem cell,4345,3
Stem cells,adipose-derived stem cell,8788,4
Stem cells,adipose-derived stem cell,4321,4
Stem cells,adipose-derived stem cell,4162,4
Fat cells,adipose-derived stromal cell,4609,1
Fat cells,adipose-derived stromal cell,79923,1
Fat cells,adipose-derived stromal cell,6657,1
Fat cells,adipose-derived stromal cell,7037,2
Fat cells,adipose-derived stromal cell,9314,2
Fat cells,adipose-derived stromal cell,642559,2
Fat cells,adipose-derived stromal cell,7056,3
Fat cells,adipose-derived stromal cell,1272,3
Fat cells,adipose-derived stromal cell,4345,3
Fat cells,adipose-derived stromal cell,7412,3
Fat cells,adipose-derived stromal cell,290,3
Fat cells,adipose-derived stromal cell,1003,3
Fat cells,adipose-derived stromal cell,214,3
Fat cells,adipose-derived stromal cell,3688,3
Fat cells,adipose-derived stromal cell,5175,3
Fat cells,adipose-derived stromal cell,2210,3
Fat cells,adipose-derived stromal cell,960,3
Fat cells,adipose-derived stromal cell,5788,3
Fat cells,adipose-derived stromal cell,4907,3
Fat cells,adipose-derived stromal cell,7070,3
Fat cells,adipose-derived stromal cell,4321,4
Fat cells,adipose multilineage-differentiating stress-enduring cell,7070,3
Stem cells,adult endothelial progenitor cell,79923,1
Stem cells,adult endothelial progenitor cell,3791,2
Stem cells,adult endothelial progenitor cell,2322,2
Stem cells,adult endothelial progenitor cell,2210,3
Stem cells,adult endothelial progenitor cell,8842,3
Stem cells,adult endothelial progenitor cell,5788,3
Stem cells,adult endothelial progenitor cell,5175,3
Stem cells,adult endothelial progenitor cell,3815,3
Stem cells,adult endothelial progenitor cell,7070,3
Stem cells,adult endothelial progenitor cell,948,3
Stromal cells,adventitial cell,5175,3
Stromal cells,adventitial cell,947,3
Stromal cells,adventitial cell,5788,3
Stromal cells,adventitial cell,4684,3
Nerve cells,aerocyte,1910,3
Nerve cells,aerocyte,3248,4
Nerve cells,aerocyte,25928,4
Epithelial cells,airway secretory cell,360,3
Epithelial cells,airway secretory cell,4586,4
Epithelial cells,airway secretory cell,727897,4
Epithelial cells,airway secretory cell,5284,4
Epithelial cells,airway secretory cell,7356,4
Pancreatic cells,alpha cell (α cell),10054,1
Pancreatic cells,alpha cell (α cell),54738,1
Pancreatic cells,alpha cell (α cell),9079,1
Pancreatic cells,alpha cell (α cell),3149,1
Pancreatic cells,alpha cell (α cell),9935,1
Pancreatic cells,alpha cell (α cell),222546,1
Pancreatic cells,alpha cell (α cell),6594,1
Pancreatic cells,alpha cell (α cell),29994,1
Pancreatic cells,alpha cell (α cell),22936,1
Pancreatic cells,alpha cell (α cell),55719,1
Pancreatic cells,alpha cell (α cell),3148,1
Pancreatic cells,alpha cell (α cell),220988,1
Pancreatic cells,alpha cell (α cell),4809,1
Pancreatic cells,alpha cell (α cell),25957,1
Pancreatic cells,alpha cell (α cell),29072,1
Pancreatic cells,alpha cell (α cell),140890,1
Pancreatic cells,alpha cell (α cell),5080,2
Pancreatic cells,alpha cell (α cell),5241,2
Pancreatic cells,alpha cell (α cell),91947,2
Pancreatic cells,alpha cell (α cell),444,2
Pancreatic cells,alpha cell (α cell),10533,2
Pancreatic cells,alpha cell (α cell),64225,2
Pancreatic cells,alpha cell (α cell),26580,2
Pancreatic cells,alpha cell (α cell),53838,2
Pancreatic cells,alpha cell (α cell),642597,2
Pancreatic cells,alpha cell (α cell),8760,2
Pancreatic cells,alpha cell (α cell),1191,2
Pancreatic cells,alpha cell (α cell),57724,2
Pancreatic cells,alpha cell (α cell),2053,2
Pancreatic cells,alpha cell (α cell),2110,2
Pancreatic cells,alpha cell (α cell),55795,2
Pancreatic cells,alpha cell (α cell),5913,2
Pancreatic cells,alpha cell (α cell),90362,2
Pancreatic cells,alpha cell (α cell),55603,2
Pancreatic cells,alpha cell (α cell),151354,2
Pancreatic cells,alpha cell (α cell),10912,2
Pancreatic cells,alpha cell (α cell),27165,2
Pancreatic cells,alpha cell (α cell),25994,2
Pancreatic cells,alpha cell (α cell),3257,2
Pancreatic cells,alpha cell (α cell),51171,2
Pancreatic cells,alpha cell (α cell),10324,2
Pancreatic cells,alpha cell (α cell),129642,2
Pancreatic cells,alpha cell (α cell),55283,2
Pancreatic cells,alpha cell (α cell),10962,2
Pancreatic cells,alpha cell (α cell),51126,2
Pancreatic cells,alpha cell (α cell),11145,2
Pancreatic cells,alpha cell (α cell),5352,2
Pancreatic cells,alpha cell (α cell),5581,2
Pancreatic cells,alpha cell (α cell),5771,2
Pancreatic cells,alpha cell (α cell),115827,2
Pancreatic cells,alpha cell (α cell),91543,2
Pancreatic cells,alpha cell (α cell),137868,2
Pancreatic cells,alpha cell (α cell),6272,2
Pancreatic cells,alpha cell (α cell),10948,2
Pancreatic cells,alpha cell (α cell),22996,2
Pancreatic cells,alpha cell (α cell),29979,2
Pancreatic cells,alpha cell (α cell),55245,2
Pancreatic cells,alpha cell (α cell),7425,2
Pancreatic cells,alpha cell (α cell),22884,2
Pancreatic cells,alpha cell (α cell),78992,2
Pancreatic cells,alpha cell (α cell),7104,3
Pancreatic cells,alpha cell (α cell),1412,3
Pancreatic cells,alpha cell (α cell),2630,3
Pancreatic cells,alpha cell (α cell),153572,3
Pancreatic cells,alpha cell (α cell),5733,3
Pancreatic cells,alpha cell (α cell),51196,3
Pancreatic cells,alpha cell (α cell),5999,3
Pancreatic cells,alpha cell (α cell),135,3
Pancreatic cells,alpha cell (α cell),80816,3
Pancreatic cells,alpha cell (α cell),284422,3
Pancreatic cells,alpha cell (α cell),54058,3
Pancreatic cells,alpha cell (α cell),818,3
Pancreatic cells,alpha cell (α cell),948,3
Pancreatic cells,alpha cell (α cell),51148,3
Pancreatic cells,alpha cell (α cell),1803,3
Pancreatic cells,alpha cell (α cell),93556,3
Pancreatic cells,alpha cell (α cell),53827,3
Pancreatic cells,alpha cell (α cell),139760,3
Pancreatic cells,alpha cell (α cell),2892,3
Pancreatic cells,alpha cell (α cell),3355,3
Pancreatic cells,alpha cell (α cell),3705,3
Pancreatic cells,alpha cell (α cell),3778,3
Pancreatic cells,alpha cell (α cell),23633,3
Pancreatic cells,alpha cell (α cell),4360,3
Pancreatic cells,alpha cell (α cell),343263,3
Pancreatic cells,alpha cell (α cell),8473,3
Pancreatic cells,alpha cell (α cell),23022,3
Pancreatic cells,alpha cell (α cell),100996724,3
Pancreatic cells,alpha cell (α cell),5174,3
Pancreatic cells,alpha cell (α cell),5372,3
Pancreatic cells,alpha cell (α cell),64208,3
Pancreatic cells,alpha cell (α cell),55089,3
Pancreatic cells,alpha cell (α cell),84221,3
Pancreatic cells,alpha cell (α cell),55133,3
Pancreatic cells,alpha cell (α cell),23329,3
Pancreatic cells,alpha cell (α cell),55002,3
Pancreatic cells,alpha cell (α cell),653567,3
Pancreatic cells,alpha cell (α cell),1056,4
Pancreatic cells,alpha cell (α cell),2641,4
Pancreatic cells,alpha cell (α cell),84171,4
Pancreatic cells,alpha cell (α cell),80167,4
Pancreatic cells,alpha cell (α cell),51162,4
Pancreatic cells,alpha cell (α cell),2257,4
Pancreatic cells,alpha cell (α cell),56884,4
Pancreatic cells,alpha cell (α cell),9365,4
Pancreatic cells,alpha cell (α cell),50859,4
Pancreatic cells,alpha cell (α cell),7276,4
Epithelial cells,alveolar cell,177,3
Epithelial cells,alveolar cell,51208,4
Epithelial cells,alveolar cell,157310,4
Epithelial cells,alveolar cell type 1,6440,2
Epithelial cells,alveolar cell type 1,219790,3
Epithelial cells,alveolar cell type 1,177,3
Epithelial cells,alveolar cell type 1,4072,3
Epithelial cells,alveolar cell type 1,10630,3
Epithelial cells,alveolar cell type 1,857,3
Epithelial cells,alveolar cell type 1,6590,4
Epithelial cells,alveolar cell type 2,21,2
Epithelial cells,alveolar cell type 2,6439,2
Epithelial cells,alveolar cell type 2,6440,2
Epithelial cells,alveolar cell type 2,653509,2
Epithelial cells,alveolar cell type 2,6441,2
Epithelial cells,alveolar cell type 2,27074,2
Epithelial cells,alveolar cell type 2,177,3
Epithelial cells,alveolar cell type 2,4072,3
Epithelial cells,alveolar cell type 2,64399,3
Epithelial cells,alveolar cell type 2,6590,4
Epithelial cells,alveolar cell type 2,4582,4
Blood & immune cells,alveolar macrophage,241,2
Blood & immune cells,alveolar macrophage,348,2
Blood & immune cells,alveolar macrophage,2167,2
Blood & immune cells,alveolar macrophage,2203,2
Blood & immune cells,alveolar macrophage,968,3
Blood & immune cells,alveolar macrophage,10457,3
Blood & immune cells,alveolar macrophage,8685,3
Blood & immune cells,alveolar macrophage,199675,3
Blood & immune cells,alveolar macrophage,4481,3
Blood & immune cells,alveolar macrophage,6614,4
Blood & immune cells,alveolar macrophage,341,4
Blood & immune cells,alveolar macrophage,712,4
Blood & immune cells,alveolar macrophage,3624,4
Blood & immune cells,alveolar macrophage,4069,4
Blood & immune cells,alveolar macrophage,713,4
nerve cells,amacrine cell,7021,1
nerve cells,amacrine cell,1381,2
nerve cells,amacrine cell,2571,3
nerve cells,amacrine cell,2572,3
nerve cells,amacrine cell,165257,3
nerve cells,amacrine cell,793,3
nerve cells,amacrine cell,10044,3
Epithelial cells,amnion epithelial cell,79923,1
Stem cells,amniotic fluid stem cell,960,3
Stem cells,amniotic fluid stem cell,4907,3
Stem cells,amniotic fluid stem cell,7070,3
Blood & immune cells,angiogenic t cell,7852,2
Blood & immune cells,angiogenic t cell,5175,3
Blood & immune cells,antibody-secreting cell,639,1
Blood & immune cells,antibody-secreting cell,3572,3
Blood & immune cells,antibody-secreting cell,953,3
Blood & immune cells,antibody-secreting cell,975,3
Blood & immune cells,antibody-secreting cell,930,3
Blood & immune cells,antibody-secreting cell,952,3
Blood & immune cells,antibody-secreting cell,6382,3
Blood & immune cells,antibody-secreting cell,939,4
Blood & immune cells,antigen-presenting cell,3113,2
Blood & immune cells,antigen-presenting cell,3122,2
Blood & immune cells,antigen-presenting cell,3123,2
Blood & immune cells,antigen-presenting cell,3117,2
Blood & immune cells,antigen-presenting cell,958,3
Blood & immune cells,antigen-presenting cell,941,3
Blood & immune cells,antigen-presenting cell,942,3
Blood & immune cells,antigen-presenting cell,2205,3
Blood & immune cells,antigen-presenting cell,51338,3
Blood & immune cells,antigen-presenting cell,5788,3
Blood & immune cells,antigen-presenting cell,50489,3
Blood & immune cells,antigen-presenting cell,9308,3
Endothelial cells,arterial endothelial cell,2702,4
Endothelial cells,artery cell,1958,1
Endothelial cells,artery cell,23462,1
Endothelial cells,artery cell,100130933,3
Endothelial cells,artery cell,54622,4
Endothelial cells,artery cell,2702,4
Endothelial cells,artery cell,3486,4
Endothelial cells,artery cell,2701,4
Endothelial cells,artery cell,56920,4
Nerve cells,astrocyte,467,1
Nerve cells,astrocyte,10485,1
Nerve cells,astrocyte,2034,1
Nerve cells,astrocyte,2354,1
Nerve cells,astrocyte,169792,1
Nerve cells,astrocyte,23462,1
Nerve cells,astrocyte,3091,1
Nerve cells,astrocyte,3400,1
Nerve cells,astrocyte,9592,1
Nerve cells,astrocyte,359948,1
Nerve cells,astrocyte,3725,1
Nerve cells,astrocyte,3727,1
Nerve cells,astrocyte,10438,1
Nerve cells,astrocyte,9935,1
Nerve cells,astrocyte,378938,1
Nerve cells,astrocyte,4774,1
Nerve cells,astrocyte,5992,1
Nerve cells,astrocyte,10291,1
Nerve cells,astrocyte,6657,1
Nerve cells,astrocyte,6662,1
Nerve cells,astrocyte,161176,1
Nerve cells,astrocyte,9866,1
Nerve cells,astrocyte,2670,2
Nerve cells,astrocyte,19,2
Nerve cells,astrocyte,23205,2
Nerve cells,astrocyte,23305,2
Nerve cells,astrocyte,137872,2
Nerve cells,astrocyte,189,2
Nerve cells,astrocyte,230,2
Nerve cells,astrocyte,54443,2
Nerve cells,astrocyte,348,2
Nerve cells,astrocyte,26084,2
Nerve cells,astrocyte,84239,2
Nerve cells,astrocyte,567,2
Nerve cells,astrocyte,844,2
Nerve cells,astrocyte,652968,2
Nerve cells,astrocyte,102724560,2
Nerve cells,astrocyte,23580,2
Nerve cells,astrocyte,1191,2
Nerve cells,astrocyte,1410,2
Nerve cells,astrocyte,1471,2
Nerve cells,astrocyte,55816,2
Nerve cells,astrocyte,112399,2
Nerve cells,astrocyte,2173,2
Nerve cells,astrocyte,51313,2
Nerve cells,astrocyte,2261,2
Nerve cells,astrocyte,2353,2
Nerve cells,astrocyte,2495,2
Nerve cells,astrocyte,4616,2
Nerve cells,astrocyte,2697,2
Nerve cells,astrocyte,2752,2
Nerve cells,astrocyte,65983,2
Nerve cells,astrocyte,5624,2
Nerve cells,astrocyte,64344,2
Nerve cells,astrocyte,3133,2
Nerve cells,astrocyte,3176,2
Nerve cells,astrocyte,26353,2
Nerve cells,astrocyte,3397,2
Nerve cells,astrocyte,3399,2
Nerve cells,astrocyte,90865,2
Nerve cells,astrocyte,10535,2
Nerve cells,astrocyte,3936,2
Nerve cells,astrocyte,4208,2
Nerve cells,astrocyte,25840,2
Nerve cells,astrocyte,4350,2
Nerve cells,astrocyte,4632,2
Nerve cells,astrocyte,221938,2
Nerve cells,astrocyte,10335,2
Nerve cells,astrocyte,4501,2
Nerve cells,astrocyte,4502,2
Nerve cells,astrocyte,4504,2
Nerve cells,astrocyte,10797,2
Nerve cells,astrocyte,57447,2
Nerve cells,astrocyte,4792,2
Nerve cells,astrocyte,4745,2
Nerve cells,astrocyte,4915,2
Nerve cells,astrocyte,284434,2
Nerve cells,astrocyte,10215,2
Nerve cells,astrocyte,8682,2
Nerve cells,astrocyte,5187,2
Nerve cells,astrocyte,5209,2
Nerve cells,astrocyte,9814,2
Nerve cells,astrocyte,5507,2
Nerve cells,astrocyte,23787,2
Nerve cells,astrocyte,5730,2
Nerve cells,astrocyte,54453,2
Nerve cells,astrocyte,388,2
Nerve cells,astrocyte,6285,2
Nerve cells,astrocyte,6445,2
Nerve cells,astrocyte,83733,2
Nerve cells,astrocyte,55532,2
Nerve cells,astrocyte,201266,2
Nerve cells,astrocyte,6653,2
Nerve cells,astrocyte,6678,2
Nerve cells,astrocyte,10253,2
Nerve cells,astrocyte,84620,2
Nerve cells,astrocyte,219736,2
Nerve cells,astrocyte,7145,2
Nerve cells,astrocyte,10766,2
Nerve cells,astrocyte,53373,2
Nerve cells,astrocyte,7057,2
Nerve cells,astrocyte,706,2
Nerve cells,astrocyte,7274,2
Nerve cells,astrocyte,7431,2
Nerve cells,astrocyte,7763,2
Nerve cells,astrocyte,7538,2
Nerve cells,astrocyte,677,2
Nerve cells,astrocyte,678,2
Nerve cells,astrocyte,84525,2
Nerve cells,astrocyte,59352,2
Nerve cells,astrocyte,7134,2
Nerve cells,astrocyte,3315,2
Nerve cells,astrocyte,4494,2
Nerve cells,astrocyte,972,2
Nerve cells,astrocyte,361,3
Nerve cells,astrocyte,117,3
Nerve cells,astrocyte,216,3
Nerve cells,astrocyte,477,3
Nerve cells,astrocyte,482,3
Nerve cells,astrocyte,658,3
Nerve cells,astrocyte,771,3
Nerve cells,astrocyte,135228,3
Nerve cells,astrocyte,958,3
Nerve cells,astrocyte,960,3
Nerve cells,astrocyte,3655,3
Nerve cells,astrocyte,941,3
Nerve cells,astrocyte,942,3
Nerve cells,astrocyte,728,3
Nerve cells,astrocyte,91851,3
Nerve cells,astrocyte,1363,3
Nerve cells,astrocyte,57699,3
Nerve cells,astrocyte,79901,3
Nerve cells,astrocyte,1608,3
Nerve cells,astrocyte,1734,3
Nerve cells,astrocyte,27122,3
Nerve cells,astrocyte,3337,3
Nerve cells,astrocyte,85440,3
Nerve cells,astrocyte,1837,3
Nerve cells,astrocyte,6507,3
Nerve cells,astrocyte,6506,3
Nerve cells,astrocyte,1910,3
Nerve cells,astrocyte,80820,3
Nerve cells,astrocyte,7430,3
Nerve cells,astrocyte,2152,3
Nerve cells,astrocyte,1272,3
Nerve cells,astrocyte,53822,3
Nerve cells,astrocyte,2560,3
Nerve cells,astrocyte,2737,3
Nerve cells,astrocyte,10936,3
Nerve cells,astrocyte,2890,3
Nerve cells,astrocyte,220296,3
Nerve cells,astrocyte,641654,3
Nerve cells,astrocyte,124152,3
Nerve cells,astrocyte,3672,3
Nerve cells,astrocyte,3679,3
Nerve cells,astrocyte,3691,3
Nerve cells,astrocyte,90134,3
Nerve cells,astrocyte,30819,3
Nerve cells,astrocyte,55605,3
Nerve cells,astrocyte,3897,3
Nerve cells,astrocyte,10186,3
Nerve cells,astrocyte,167410,3
Nerve cells,astrocyte,26018,3
Nerve cells,astrocyte,116135,3
Nerve cells,astrocyte,56262,3
Nerve cells,astrocyte,116372,3
Nerve cells,astrocyte,57224,3
Nerve cells,astrocyte,23620,3
Nerve cells,astrocyte,116448,3
Nerve cells,astrocyte,5028,3
Nerve cells,astrocyte,79957,3
Nerve cells,astrocyte,65217,3
Nerve cells,astrocyte,5156,3
Nerve cells,astrocyte,648791,3
Nerve cells,astrocyte,2834,3
Nerve cells,astrocyte,112476,3
Nerve cells,astrocyte,10633,3
Nerve cells,astrocyte,56963,3
Nerve cells,astrocyte,54894,3
Nerve cells,astrocyte,6263,3
Nerve cells,astrocyte,1901,3
Nerve cells,astrocyte,57556,3
Nerve cells,astrocyte,6563,3
Nerve cells,astrocyte,6565,3
Nerve cells,astrocyte,8671,3
Nerve cells,astrocyte,57537,3
Nerve cells,astrocyte,8406,3
Nerve cells,astrocyte,6752,3
Nerve cells,astrocyte,6869,3
Nerve cells,astrocyte,83874,3
Nerve cells,astrocyte,441151,3
Nerve cells,astrocyte,9865,3
Nerve cells,astrocyte,81628,3
Nerve cells,astrocyte,23554,3
Nerve cells,astrocyte,57348,3
Nerve cells,astrocyte,11197,3
Nerve cells,astrocyte,11170,3
Nerve cells,astrocyte,3766,3
Nerve cells,astrocyte,253559,3
Nerve cells,astrocyte,2262,3
Nerve cells,astrocyte,3320,3
Nerve cells,astrocyte,9378,3
Nerve cells,astrocyte,1009,3
Nerve cells,astrocyte,440556,3
Nerve cells,astrocyte,84182,3
Nerve cells,astrocyte,10840,4
